date,steps,distanceM,runDistance,caloriesBurned,distanceKm,runDistanceKm
26/11/2020,11009,8222,278,278,8.222,0.278
27/11/2020,3475,2504,195,88,2.504,0.195
28/11/2020,2012,1495,111,53,1.495,0.111
29/11/2020,3157,2344,60,81,2.344,0.060
30/11/2020,1220,789,115,28,0.789,0.115
01/12/2020,2830,1879,157,69,1.879,0.157
02/12/2020,23147,16896,589,564,16.896,0.589
03/12/2020,12926,8993,309,296,8.993,0.309
04/12/2020,7781,5574,39,182,5.574,0.039
05/12/2020,28148,19997,305,665,19.997,0.305
06/12/2020,6772,4619,160,153,4.619,0.160
07/12/2020,9072,6445,243,218,6.445,0.243
08/12/2020,25294,18336,538,604,18.336,0.538
09/12/2020,9311,6494,487,226,6.494,0.487
10/12/2020,7470,5100,694,170,5.100,0.694
11/12/2020,9230,6376,1756,214,6.376,1.756
12/12/2020,6691,4824,241,166,4.824,0.241
13/12/2020,6807,5518,1887,240,5.518,1.887
14/12/2020,1917,1303,72,44,1.303,0.072
15/12/2020,9003,6759,197,232,6.759,0.197
16/12/2020,10684,8268,242,284,8.268,0.242
17/12/2020,4609,3275,185,114,3.275,0.185
18/12/2020,8845,6353,341,210,6.353,0.341
19/12/2020,2019,1363,161,51,1.363,0.161
20/12/2020,774,500,121,23,0.500,0.121
21/12/2020,3446,2364,194,85,2.364,0.194
22/12/2020,7873,6165,1600,247,6.165,1.600
23/12/2020,1474,992,116,38,0.992,0.116
24/12/2020,3187,2115,322,80,2.115,0.322
25/12/2020,1407,977,130,36,0.977,0.130
26/12/2020,2490,1609,277,60,1.609,0.277
27/12/2020,10065,7615,344,262,7.615,0.344
28/12/2020,1772,1174,153,43,1.174,0.153
29/12/2020,1021,660,153,27,0.660,0.153
30/12/2020,1525,986,127,36,0.986,0.127
31/12/2020,1721,1143,201,40,1.143,0.201
01/01/2021,1182,764,133,30,0.764,0.133
02/01/2021,6252,4634,305,162,4.634,0.305
03/01/2021,3407,2422,198,86,2.422,0.198
04/01/2021,3202,2163,233,77,2.163,0.233
05/01/2021,5298,4242,1862,191,4.242,1.862
06/01/2021,3867,2591,305,90,2.591,0.305
07/01/2021,5206,4096,93,142,4.096,0.093
08/01/2021,6929,5394,2059,230,5.394,2.059
09/01/2021,2554,1714,224,61,1.714,0.224
10/01/2021,9866,7682,172,265,7.682,0.172
11/01/2021,4948,3495,268,121,3.495,0.268
12/01/2021,613,396,100,15,0.396,0.100
13/01/2021,6410,5113,1564,212,5.113,1.564
14/01/2021,6253,4353,278,149,4.353,0.278
15/01/2021,2718,1831,180,61,1.831,0.180
16/01/2021,3141,2131,217,73,2.131,0.217
17/01/2021,6919,5284,723,194,5.284,0.723
18/01/2021,3138,2225,243,76,2.225,0.243
19/01/2021,1650,1180,152,45,1.180,0.152
20/01/2021,3686,2520,376,88,2.520,0.376
21/01/2021,3201,2225,138,72,2.225,0.138
22/01/2021,11455,8885,172,301,8.885,0.172
23/01/2021,2088,1415,168,51,1.415,0.168
24/01/2021,9047,6749,166,226,6.749,0.166
25/01/2021,2559,1790,171,65,1.790,0.171
26/01/2021,3325,2344,237,84,2.344,0.237
27/01/2021,8091,6405,2524,278,6.405,2.524
28/01/2021,2155,1454,150,56,1.454,0.150
29/01/2021,1934,1358,172,47,1.358,0.172
30/01/2021,11755,8508,195,295,8.508,0.195
31/01/2021,998,645,128,27,0.645,0.128
01/02/2021,10712,7796,340,261,7.796,0.340
02/02/2021,3516,2509,184,83,2.509,0.184
03/02/2021,3659,2549,139,88,2.549,0.139
04/02/2021,3680,2611,248,94,2.611,0.248
05/02/2021,1506,1068,66,39,1.068,0.066
06/02/2021,1538,997,143,36,0.997,0.143
07/02/2021,570,384,39,14,0.384,0.039
08/02/2021,5762,4050,423,133,4.050,0.423
09/02/2021,8042,5605,378,190,5.605,0.378
10/02/2021,3209,2242,147,76,2.242,0.147
11/02/2021,5697,4157,209,138,4.157,0.209
12/02/2021,2832,2100,66,71,2.100,0.066
13/02/2021,1407,962,98,33,0.962,0.098
14/02/2021,5475,4250,115,144,4.250,0.115
15/02/2021,3732,2563,301,94,2.563,0.301
16/02/2021,1634,1137,80,39,1.137,0.080
17/02/2021,2800,1913,168,65,1.913,0.168
18/02/2021,4344,3225,188,107,3.225,0.188
19/02/2021,2145,1519,179,52,1.519,0.179
20/02/2021,3188,2157,226,83,2.157,0.226
21/02/2021,13862,9265,315,305,9.265,0.315
22/02/2021,6313,5047,1234,197,5.047,1.234
23/02/2021,5860,4588,1865,201,4.588,1.865
24/02/2021,3969,2683,251,93,2.683,0.251
25/02/2021,6529,4809,252,160,4.809,0.252
26/02/2021,1835,1283,126,44,1.283,0.126
27/02/2021,1660,1161,30,37,1.161,0.030
28/02/2021,1298,839,199,31,0.839,0.199
01/03/2021,8435,6700,1742,270,6.700,1.742
02/03/2021,11028,8541,232,284,8.541,0.232
03/03/2021,7132,5516,1538,227,5.516,1.538
04/03/2021,9451,7056,123,235,7.056,0.123
05/03/2021,1763,1191,190,45,1.191,0.190
06/03/2021,1252,818,136,32,0.818,0.136
07/03/2021,8935,6860,88,231,6.860,0.088
08/03/2021,7680,5778,2043,249,5.778,2.043
09/03/2021,4608,3234,150,107,3.234,0.150
10/03/2021,2493,1650,204,56,1.650,0.204
11/03/2021,7272,5144,293,181,5.144,0.293
12/03/2021,1781,1211,104,38,1.211,0.104
13/03/2021,1606,1106,25,39,1.106,0.025
14/03/2021,4315,3152,105,104,3.152,0.105
15/03/2021,3591,2482,268,86,2.482,0.268
16/03/2021,1977,1402,131,46,1.402,0.131
17/03/2021,9323,6919,264,229,6.919,0.264
18/03/2021,5279,3907,144,132,3.907,0.144
19/03/2021,698,453,86,15,0.453,0.086
20/03/2021,11843,8330,1156,270,8.330,1.156
21/03/2021,0,0,0,0,0.000,0.000
22/03/2021,9808,7429,249,254,7.429,0.249
23/03/2021,1137,780,58,28,0.780,0.058
24/03/2021,2205,1589,78,54,1.589,0.078
25/03/2021,3490,2328,442,77,2.328,0.442
26/03/2021,6900,4881,339,160,4.881,0.339
27/03/2021,1254,883,87,29,0.883,0.087
28/03/2021,1528,1080,76,35,1.080,0.076
29/03/2021,10028,7800,2042,311,7.800,2.042
30/03/2021,6947,4948,96,167,4.948,0.096
31/03/2021,8445,5834,411,195,5.834,0.411
01/04/2021,3417,2403,117,76,2.403,0.117
02/04/2021,4068,2811,223,100,2.811,0.223
03/04/2021,4405,3062,167,102,3.062,0.167
04/04/2021,738,502,92,16,0.502,0.092
05/04/2021,2458,1757,160,56,1.757,0.160
06/04/2021,1172,819,46,29,0.819,0.046
07/04/2021,2696,1903,85,62,1.903,0.085
08/04/2021,2302,1645,65,53,1.645,0.065
09/04/2021,4923,3500,284,116,3.500,0.284
10/04/2021,9018,6647,376,222,6.647,0.376
11/04/2021,12286,8891,498,295,8.891,0.498
12/04/2021,7216,5562,77,183,5.562,0.077
13/04/2021,5818,4566,109,158,4.566,0.109
14/04/2021,5040,4044,15,137,4.044,0.015
15/04/2021,4936,3717,31,125,3.717,0.031
16/04/2021,15368,11598,278,385,11.598,0.278
17/04/2021,599,422,30,15,0.422,0.030
18/04/2021,4154,3072,102,104,3.072,0.102
19/04/2021,5789,4554,33,154,4.554,0.033
20/04/2021,9926,7825,139,265,7.825,0.139
21/04/2021,6493,5115,126,180,5.115,0.126
22/04/2021,5128,3950,103,135,3.950,0.103
23/04/2021,6857,5349,129,184,5.349,0.129
24/04/2021,5029,3931,126,132,3.931,0.126
25/04/2021,7711,5814,160,197,5.814,0.160
26/04/2021,6681,5041,183,168,5.041,0.183
27/04/2021,6939,5376,144,183,5.376,0.144
28/04/2021,263,170,44,7,0.170,0.044
29/04/2021,4493,3600,30,122,3.600,0.030
30/04/2021,2853,2063,100,72,2.063,0.100
01/05/2021,14603,9955,514,331,9.955,0.514
02/05/2021,7744,5073,193,161,5.073,0.193
03/05/2021,11519,7843,458,267,7.843,0.458
04/05/2021,5397,4151,151,140,4.151,0.151
05/05/2021,351,227,70,11,0.227,0.070
06/05/2021,887,573,94,20,0.573,0.094
07/05/2021,5276,4091,157,142,4.091,0.157
08/05/2021,234,151,23,6,0.151,0.023
09/05/2021,7070,5415,149,189,5.415,0.149
10/05/2021,5592,4321,120,146,4.321,0.120
11/05/2021,793,513,156,26,0.513,0.156
12/05/2021,14931,11324,296,384,11.324,0.296
13/05/2021,26435,19110,322,627,19.110,0.322
14/05/2021,9611,6787,386,228,6.787,0.386
15/05/2021,7359,5604,108,190,5.604,0.108
16/05/2021,1211,783,165,32,0.783,0.165
17/05/2021,2773,1934,295,68,1.934,0.295
18/05/2021,2410,1687,188,61,1.687,0.188
19/05/2021,5720,4261,148,145,4.261,0.148
20/05/2021,7050,5413,2368,234,5.413,2.368
21/05/2021,10762,7750,473,280,7.750,0.473
22/05/2021,12470,9612,204,341,9.612,0.204
23/05/2021,17991,12369,225,428,12.369,0.225
24/05/2021,4119,3467,2121,178,3.467,2.121
25/05/2021,9046,7001,1882,292,7.001,1.882
26/05/2021,6304,4897,160,177,4.897,0.160
27/05/2021,5582,4440,2143,215,4.440,2.143
28/05/2021,1969,1370,153,60,1.370,0.153
29/05/2021,3421,2943,2108,163,2.943,2.108
30/05/2021,992,661,139,34,0.661,0.139
31/05/2021,5988,5016,2621,246,5.016,2.621
01/06/2021,10016,7918,2092,329,7.918,2.092
02/06/2021,9108,6945,230,666,6.945,0.230
03/06/2021,530,343,130,22,0.343,0.130
04/06/2021,6837,5169,154,503,5.169,0.154
05/06/2021,1528,1051,123,48,1.051,0.123
06/06/2021,6980,5442,2069,250,5.442,2.069
07/06/2021,4919,4193,2041,200,4.193,2.041
08/06/2021,2458,1707,181,72,1.707,0.181
09/06/2021,8214,5988,477,376,5.988,0.477
10/06/2021,7031,4963,281,184,4.963,0.281
11/06/2021,3259,2199,354,245,2.199,0.354
12/06/2021,594,384,72,19,0.384,0.072
13/06/2021,8119,6340,146,429,6.340,0.146
14/06/2021,11499,8584,253,430,8.584,0.253
15/06/2021,11304,8657,296,474,8.657,0.296
16/06/2021,4995,3539,414,236,3.539,0.414
17/06/2021,1495,1047,136,47,1.047,0.136
18/06/2021,4040,2926,150,300,2.926,0.150
19/06/2021,7344,5333,331,432,5.333,0.331
20/06/2021,4844,4141,2675,225,4.141,2.675
21/06/2021,13591,10147,294,357,10.147,0.294
22/06/2021,7123,5125,263,261,5.125,0.263
23/06/2021,33213,24713,384,838,24.713,0.384
24/06/2021,36135,27296,160,910,27.296,0.160
25/06/2021,3409,2267,278,90,2.267,0.278
26/06/2021,1706,1189,224,58,1.189,0.224
27/06/2021,2326,1623,152,617,1.623,0.152
28/06/2021,3868,2651,250,101,2.651,0.250
29/06/2021,5107,3647,124,255,3.647,0.124
30/06/2021,1602,1099,167,53,1.099,0.167
01/07/2021,2819,1945,190,77,1.945,0.190
02/07/2021,1939,1280,148,319,1.280,0.148
03/07/2021,7580,6672,4727,360,6.672,4.727
04/07/2021,1363,881,255,355,0.881,0.255
05/07/2021,2522,1724,300,77,1.724,0.300
06/07/2021,7130,5188,384,770,5.188,0.384
07/07/2021,9289,6724,266,235,6.724,0.266
08/07/2021,9950,8401,4796,418,8.401,4.796
09/07/2021,7299,6198,4309,326,6.198,4.309
10/07/2021,4723,3383,371,127,3.383,0.371
11/07/2021,5484,3986,193,154,3.986,0.193
12/07/2021,6906,4830,340,183,4.830,0.340
13/07/2021,7000,5966,4067,317,5.966,4.067
14/07/2021,3093,2343,220,91,2.343,0.220
15/07/2021,2936,2084,154,77,2.084,0.154
16/07/2021,7482,5351,405,199,5.351,0.405
17/07/2021,6220,4400,531,174,4.400,0.531
18/07/2021,6995,6415,5390,378,6.415,5.390
19/07/2021,3973,2646,381,112,2.646,0.381
20/07/2021,2677,1793,321,75,1.793,0.321
21/07/2021,2373,1690,207,70,1.690,0.207
22/07/2021,1284,910,116,43,0.910,0.116
23/07/2021,12287,9000,301,313,9.000,0.301
24/07/2021,22921,16588,136,562,16.588,0.136
25/07/2021,487,315,107,21,0.315,0.107
26/07/2021,2737,1842,245,208,1.842,0.245
27/07/2021,12839,9303,334,328,9.303,0.334
28/07/2021,7105,5330,198,186,5.330,0.198
29/07/2021,147,95,42,9,0.095,0.042
30/07/2021,16316,13078,5041,580,13.078,5.041
31/07/2021,3744,2557,247,96,2.557,0.247
01/08/2021,6945,6063,4659,333,6.063,4.659
02/08/2021,3614,2482,254,288,2.482,0.254
03/08/2021,2626,1823,198,68,1.823,0.198
04/08/2021,7301,5330,151,189,5.330,0.151
05/08/2021,8423,6556,114,230,6.556,0.114
06/08/2021,2498,1766,183,73,1.766,0.183
07/08/2021,2854,1968,313,82,1.968,0.313
08/08/2021,7459,6768,5504,388,6.768,5.504
09/08/2021,3299,2245,265,271,2.245,0.265
10/08/2021,6638,5016,178,177,5.016,0.178
11/08/2021,5869,4457,106,159,4.457,0.106
12/08/2021,3315,2303,180,88,2.303,0.180
13/08/2021,1072,733,107,32,0.733,0.107
14/08/2021,8051,7271,5818,416,7.271,5.818
15/08/2021,4843,3377,352,137,3.377,0.352
16/08/2021,6306,4790,284,175,4.790,0.284
17/08/2021,1446,1005,176,43,1.005,0.176
18/08/2021,10739,8249,272,1059,8.249,0.272
19/08/2021,82,53,28,5,0.053,0.028
20/08/2021,7845,7035,5589,396,7.035,5.589
21/08/2021,2105,1413,261,67,1.413,0.261
22/08/2021,224,145,76,11,0.145,0.076
23/08/2021,4279,2971,256,118,2.971,0.256
24/08/2021,1304,920,121,38,0.920,0.121
25/08/2021,13652,11790,6944,601,11.790,6.944
26/08/2021,3623,2451,253,104,2.451,0.253
27/08/2021,2538,1778,199,78,1.778,0.199
28/08/2021,1587,1077,146,48,1.077,0.146
29/08/2021,2155,1421,165,207,1.421,0.165
30/08/2021,1218,851,121,43,0.851,0.121
31/08/2021,10598,9650,7811,556,9.650,7.811
01/09/2021,10541,7986,87,277,7.986,0.087
02/09/2021,10358,7663,135,680,7.663,0.135
03/09/2021,2514,1741,203,76,1.741,0.203
04/09/2021,1755,1200,196,56,1.200,0.196
05/09/2021,8845,6957,133,244,6.957,0.133
06/09/2021,9052,8416,7252,491,8.416,7.252
07/09/2021,3325,2335,318,588,2.335,0.318
08/09/2021,1237,881,126,39,0.881,0.126
09/09/2021,10393,9389,7682,530,9.389,7.682
10/09/2021,2096,1444,281,65,1.444,0.281
11/09/2021,7245,5551,258,543,5.551,0.258
12/09/2021,1806,1205,265,54,1.205,0.265
13/09/2021,3272,2461,163,99,2.461,0.163
14/09/2021,21436,16031,832,555,16.031,0.832
15/09/2021,12578,9722,149,332,9.722,0.149
16/09/2021,1522,1071,157,51,1.071,0.157
17/09/2021,3841,2685,206,107,2.685,0.206
18/09/2021,2207,1636,192,69,1.636,0.192
19/09/2021,9883,7761,197,276,7.761,0.197
20/09/2021,4002,2746,408,124,2.746,0.408
21/09/2021,2254,1560,111,63,1.560,0.111
22/09/2021,8162,6254,207,257,6.254,0.207
23/09/2021,3968,2749,362,111,2.749,0.362
24/09/2021,2170,1566,237,68,1.566,0.237
25/09/2021,9857,7345,137,261,7.345,0.137
26/09/2021,620,401,166,26,0.401,0.166
27/09/2021,9167,6747,188,241,6.747,0.188
28/09/2021,5995,4750,145,172,4.750,0.145
29/09/2021,3147,2316,226,98,2.316,0.226
30/09/2021,3603,2661,218,101,2.661,0.218
01/10/2021,7561,5543,279,202,5.543,0.279
02/10/2021,1528,1067,101,47,1.067,0.101
03/10/2021,825,533,138,31,0.533,0.138
04/10/2021,4469,3239,177,115,3.239,0.177
05/10/2021,7475,5685,170,206,5.685,0.170
06/10/2021,2378,1738,126,66,1.738,0.126
07/10/2021,6812,4937,404,193,4.937,0.404
08/10/2021,10836,8134,148,279,8.134,0.148
09/10/2021,8873,6766,169,243,6.766,0.169
10/10/2021,3357,2751,136,105,2.751,0.136
11/10/2021,3725,2816,196,106,2.816,0.196
12/10/2021,3383,2501,169,102,2.501,0.169
13/10/2021,1782,1304,211,53,1.304,0.211
14/10/2021,6961,4740,263,179,4.740,0.263
15/10/2021,8577,6449,256,227,6.449,0.256
16/10/2021,4154,3079,107,115,3.079,0.107
17/10/2021,643,416,117,21,0.416,0.117
18/10/2021,8870,6599,234,237,6.599,0.234
19/10/2021,3253,2432,135,89,2.432,0.135
20/10/2021,2893,2016,135,79,2.016,0.135
21/10/2021,6248,4641,177,168,4.641,0.177
22/10/2021,3127,2369,96,90,2.369,0.096
23/10/2021,10896,8348,204,296,8.348,0.204
24/10/2021,7081,5136,266,416,5.136,0.266
25/10/2021,6307,4798,92,174,4.798,0.092
26/10/2021,3204,2428,211,98,2.428,0.211
27/10/2021,2144,1490,282,155,1.490,0.282
28/10/2021,1147,827,133,41,0.827,0.133
29/10/2021,4144,3046,160,112,3.046,0.160
30/10/2021,3522,2410,255,98,2.410,0.255
31/10/2021,8504,6791,138,241,6.791,0.138
01/11/2021,2426,1669,158,67,1.669,0.158
02/11/2021,1402,1005,140,45,1.005,0.140
03/11/2021,13774,10650,173,374,10.650,0.173
04/11/2021,1321,956,144,38,0.956,0.144
05/11/2021,1407,945,131,39,0.945,0.131
06/11/2021,1335,863,249,49,0.863,0.249
07/11/2021,2123,1387,265,62,1.387,0.265
08/11/2021,1494,1045,99,48,1.045,0.099
09/11/2021,10126,7844,157,280,7.844,0.157
10/11/2021,433,280,94,19,0.280,0.094
11/11/2021,14054,10360,461,370,10.360,0.461
12/11/2021,4293,3061,95,108,3.061,0.095
13/11/2021,9285,7225,131,249,7.225,0.131
14/11/2021,2557,1689,237,73,1.689,0.237
15/11/2021,2233,1575,127,66,1.575,0.127
16/11/2021,1891,1314,198,59,1.314,0.198
17/11/2021,10593,7664,223,745,7.664,0.223
18/11/2021,1428,986,166,47,0.986,0.166
19/11/2021,2499,1770,168,66,1.770,0.168
20/11/2021,5749,4275,241,159,4.275,0.241
21/11/2021,5054,3865,126,141,3.865,0.126
22/11/2021,6777,5056,218,597,5.056,0.218
23/11/2021,2290,1641,120,61,1.641,0.120
24/11/2021,1111,813,54,35,0.813,0.054
25/11/2021,2485,1731,126,67,1.731,0.126
26/11/2021,6941,5248,784,200,5.248,0.784
27/11/2021,2399,1669,268,70,1.669,0.268
28/11/2021,527,341,121,21,0.341,0.121
29/11/2021,7267,5404,219,194,5.404,0.219
30/11/2021,355,229,103,20,0.229,0.103
01/12/2021,5450,4074,175,687,4.074,0.175
02/12/2021,1256,902,170,46,0.902,0.170
03/12/2021,4337,3314,165,128,3.314,0.165
04/12/2021,1496,1022,159,49,1.022,0.159
05/12/2021,5547,4133,185,155,4.133,0.185
06/12/2021,1254,908,164,37,0.908,0.164
07/12/2021,5548,4121,258,156,4.121,0.258
08/12/2021,1514,1048,168,53,1.048,0.168
09/12/2021,1595,1108,139,48,1.108,0.139
10/12/2021,2760,1865,243,72,1.865,0.243
11/12/2021,1157,809,71,33,0.809,0.071
12/12/2021,480,310,110,21,0.310,0.110
13/12/2021,3519,2651,121,100,2.651,0.121
14/12/2021,2383,1670,133,69,1.670,0.133
15/12/2021,3726,2671,189,107,2.671,0.189
16/12/2021,7410,5475,201,198,5.475,0.201
17/12/2021,4550,3282,277,121,3.282,0.277
18/12/2021,1170,824,87,35,0.824,0.087
19/12/2021,3662,2611,275,102,2.611,0.275
20/12/2021,3954,2783,237,110,2.783,0.237
21/12/2021,5096,4035,100,143,4.035,0.100
22/12/2021,507,328,90,21,0.328,0.090
23/12/2021,4079,2796,265,111,2.796,0.265
24/12/2021,515,333,110,22,0.333,0.110
25/12/2021,8727,6748,231,247,6.748,0.231
26/12/2021,8713,6518,355,226,6.518,0.355
27/12/2021,1698,1166,136,46,1.166,0.136
28/12/2021,8577,6527,286,637,6.527,0.286
29/12/2021,25208,19232,373,650,19.232,0.373
30/12/2021,15717,11526,1073,397,11.526,1.073
31/12/2021,8121,5875,214,214,5.875,0.214
01/01/2022,1727,1116,282,57,1.116,0.282
02/01/2022,17435,12644,289,436,12.644,0.289
03/01/2022,6003,4334,260,164,4.334,0.260
04/01/2022,7021,5596,93,195,5.596,0.093
05/01/2022,2792,2039,213,87,2.039,0.213
06/01/2022,14124,10174,479,349,10.174,0.479
07/01/2022,4448,3407,151,130,3.407,0.151
08/01/2022,7095,5282,167,189,5.282,0.167
09/01/2022,7853,5591,130,199,5.591,0.130
10/01/2022,5161,3650,319,138,3.650,0.319
11/01/2022,13638,10040,1096,343,10.040,1.096
12/01/2022,6825,4969,414,179,4.969,0.414
13/01/2022,10457,7850,173,272,7.850,0.173
14/01/2022,420,271,131,20,0.271,0.131
15/01/2022,1275,899,103,40,0.899,0.103
16/01/2022,964,623,174,39,0.623,0.174
17/01/2022,5628,4278,112,149,4.278,0.112
18/01/2022,1509,1079,126,49,1.079,0.126
19/01/2022,6161,4607,210,171,4.607,0.210
20/01/2022,4769,3359,581,135,3.359,0.581
21/01/2022,6160,4428,230,159,4.428,0.230
22/01/2022,774,500,116,23,0.500,0.116
23/01/2022,681,440,74,20,0.440,0.074
24/01/2022,1358,936,124,42,0.936,0.124
25/01/2022,628,406,77,21,0.406,0.077
26/01/2022,8293,6550,156,231,6.550,0.156
27/01/2022,1830,1294,187,54,1.294,0.187
28/01/2022,8085,5863,473,230,5.863,0.473
29/01/2022,1369,936,71,38,0.936,0.071
30/01/2022,519,335,69,18,0.335,0.069
31/01/2022,3290,2396,325,91,2.396,0.325
01/02/2022,4547,3195,243,126,3.195,0.243
02/02/2022,2910,1982,216,72,1.982,0.216
03/02/2022,1421,1013,119,45,1.013,0.119
04/02/2022,1290,932,105,36,0.932,0.105
05/02/2022,9114,7152,153,249,7.152,0.153
06/02/2022,14456,11265,235,387,11.265,0.235
07/02/2022,1607,1109,111,44,1.109,0.111
08/02/2022,5403,3845,170,462,3.845,0.170
09/02/2022,1134,733,218,43,0.733,0.218
10/02/2022,2775,1967,232,83,1.967,0.232
11/02/2022,6242,4446,332,164,4.446,0.332
12/02/2022,529,342,78,17,0.342,0.078
13/02/2022,416,269,62,13,0.269,0.062
14/02/2022,4675,3316,263,466,3.316,0.263
15/02/2022,2884,2162,99,83,2.162,0.099
16/02/2022,4087,2964,113,106,2.964,0.113
17/02/2022,8092,5829,537,215,5.829,0.537
18/02/2022,1414,982,154,46,0.982,0.154
19/02/2022,7550,5807,128,200,5.807,0.128
20/02/2022,244,158,78,11,0.158,0.078
21/02/2022,2930,2128,195,85,2.128,0.195
22/02/2022,1403,968,115,42,0.968,0.115
23/02/2022,9238,7206,248,254,7.206,0.248
24/02/2022,8621,6393,573,232,6.393,0.573
25/02/2022,2394,1687,103,66,1.687,0.103
26/02/2022,1374,957,104,38,0.957,0.104
27/02/2022,8771,6582,238,242,6.582,0.238
28/02/2022,4924,3639,173,1320,3.639,0.173
01/03/2022,621,401,67,24,0.401,0.067
02/03/2022,1672,1153,134,48,1.153,0.134
03/03/2022,9320,7320,161,256,7.320,0.161
04/03/2022,1472,1012,143,47,1.012,0.143
05/03/2022,509,330,72,18,0.330,0.072
06/03/2022,13355,10561,141,728,10.561,0.141
07/03/2022,3680,2691,181,104,2.691,0.181
08/03/2022,8028,5921,305,216,5.921,0.305
09/03/2022,4339,2961,219,109,2.961,0.219
10/03/2022,2379,1679,114,66,1.679,0.114
11/03/2022,2945,2078,430,81,2.078,0.430
12/03/2022,9948,7755,130,266,7.755,0.130
13/03/2022,321,218,42,11,0.218,0.042
14/03/2022,5800,4172,404,148,4.172,0.404
15/03/2022,10167,7553,328,745,7.553,0.328
16/03/2022,3659,2611,211,93,2.611,0.211
17/03/2022,12220,8744,390,311,8.744,0.390
18/03/2022,9136,6868,282,533,6.868,0.282
19/03/2022,2290,1610,244,222,1.610,0.244
20/03/2022,2269,1595,164,62,1.595,0.164
21/03/2022,7266,5495,353,200,5.495,0.353
22/03/2022,10692,8152,316,289,8.152,0.316
23/03/2022,7309,5259,479,661,5.259,0.479
24/03/2022,2323,1644,150,60,1.644,0.150
25/03/2022,5083,3643,430,136,3.643,0.430
26/03/2022,12264,9503,234,325,9.503,0.234
27/03/2022,10301,7721,272,265,7.721,0.272
28/03/2022,23797,18395,466,637,18.395,0.466
29/03/2022,4337,3151,325,129,3.151,0.325
30/03/2022,4281,2963,453,121,2.963,0.453
31/03/2022,15502,11011,519,386,11.011,0.519
01/04/2022,18263,12840,240,426,12.840,0.240
02/04/2022,18882,14097,215,482,14.097,0.215
03/04/2022,11998,9059,117,304,9.059,0.117
04/04/2022,28614,21517,195,724,21.517,0.195
05/04/2022,37323,28234,314,942,28.234,0.314
06/04/2022,9496,6917,185,233,6.917,0.185
07/04/2022,12862,9172,190,314,9.172,0.190
08/04/2022,2718,1966,141,79,1.966,0.141
09/04/2022,15753,11312,293,382,11.312,0.293
10/04/2022,16401,11682,589,396,11.682,0.589
11/04/2022,12796,9470,169,324,9.470,0.169
12/04/2022,7971,5707,391,198,5.707,0.391
13/04/2022,9059,6731,655,234,6.731,0.655
14/04/2022,1770,1210,130,56,1.210,0.130
15/04/2022,9605,7103,222,249,7.103,0.222
16/04/2022,13189,9561,271,323,9.561,0.271
17/04/2022,6890,5044,88,177,5.044,0.088
18/04/2022,14399,10666,472,369,10.666,0.472
19/04/2022,12282,8976,477,318,8.976,0.477
20/04/2022,2213,1431,232,60,1.431,0.232
21/04/2022,3485,2273,329,141,2.273,0.329
22/04/2022,8584,6164,271,219,6.164,0.271
23/04/2022,14415,10237,443,358,10.237,0.443
24/04/2022,1168,755,223,46,0.755,0.223
25/04/2022,7507,5286,323,187,5.286,0.323
26/04/2022,4067,2839,234,109,2.839,0.234
27/04/2022,4476,2971,285,109,2.971,0.285
28/04/2022,3648,2593,216,98,2.593,0.216
29/04/2022,3606,2509,132,90,2.509,0.132
30/04/2022,1439,1024,119,44,1.024,0.119
01/05/2022,5286,3762,200,138,3.762,0.200
02/05/2022,3718,2446,193,88,2.446,0.193
03/05/2022,2240,1451,211,65,1.451,0.211
04/05/2022,2681,1737,199,66,1.737,0.199
05/05/2022,2625,1769,224,73,1.769,0.224
06/05/2022,3556,2496,228,98,2.496,0.228
07/05/2022,13515,9842,407,332,9.842,0.407
08/05/2022,1446,935,244,52,0.935,0.244
09/05/2022,2188,1414,241,68,1.414,0.241
10/05/2022,6902,5077,274,183,5.077,0.274
11/05/2022,9670,6813,1426,255,6.813,1.426
12/05/2022,5655,3946,284,149,3.946,0.284
13/05/2022,3568,2477,256,94,2.477,0.256
14/05/2022,1945,1344,194,58,1.344,0.194
15/05/2022,1208,784,176,41,0.784,0.176
16/05/2022,3586,2401,172,91,2.401,0.172
17/05/2022,3588,2344,292,94,2.344,0.292
18/05/2022,2476,1600,219,59,1.600,0.219
19/05/2022,4041,2819,272,107,2.819,0.272
20/05/2022,2115,1375,171,59,1.375,0.171
21/05/2022,4603,3323,209,123,3.323,0.209
22/05/2022,14557,10836,359,375,10.836,0.359
23/05/2022,4715,3405,219,131,3.405,0.219
24/05/2022,10206,7740,210,277,7.740,0.210
25/05/2022,10980,7991,1336,295,7.991,1.336
26/05/2022,19645,14487,216,494,14.487,0.216
27/05/2022,2833,1838,319,87,1.838,0.319
28/05/2022,25981,19105,247,652,19.105,0.247
29/05/2022,23821,17224,393,579,17.224,0.393
30/05/2022,4980,3526,214,132,3.526,0.214
31/05/2022,5371,3722,268,140,3.722,0.268
01/06/2022,5886,4299,161,155,4.299,0.161
02/06/2022,142,92,24,7,0.092,0.024
03/06/2022,4393,3203,146,114,3.203,0.146
04/06/2022,2374,1585,260,63,1.585,0.260
05/06/2022,21456,15527,314,534,15.527,0.314
06/06/2022,2334,1693,194,75,1.693,0.194
07/06/2022,8381,5971,370,206,5.971,0.370
08/06/2022,1966,1283,131,53,1.283,0.131
09/06/2022,2316,1497,260,66,1.497,0.260
